trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1095,False,"{'a': 0.3, 'e': 0.462000000000043}",25,6,14.368352475774556,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.3, 'e': 0.461600000000043}",30,10,-1.937570876174938,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
1097,False,"{'a': 0.3, 'e': 0.46120000000004296}",35,14,1.2447135915467902,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
1098,False,"{'a': 0.3, 'e': 0.46080000000004295}",25,0,-17.999948999719415,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
1099,False,"{'a': 0.3, 'e': 0.46040000000004294}",35,0,-117.46725595653808,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 3}",0
1100,False,"{'a': 0.3, 'e': 0.46000000000004293}",20,5,-27.815413635837768,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1101,False,"{'a': 0.3, 'e': 0.4596000000000429}",20,12,-10.951668883437838,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
1102,False,"{'a': 0.3, 'e': 0.4592000000000429}",20,0,-24.741474806326202,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1103,False,"{'a': 0.3, 'e': 0.4588000000000429}",25,0,-4.095761803373652,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1104,False,"{'a': 0.3, 'e': 0.4584000000000429}",30,0,-57.72859587143205,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
1105,False,"{'a': 0.3, 'e': 0.4580000000000429}",20,0,3.3437994985689667,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1106,False,"{'a': 0.3, 'e': 0.45760000000004286}",35,0,-57.7243296525074,"{0: 29, 1: 1, 2: 3, 3: 1, 4: 1}",0
1107,False,"{'a': 0.3, 'e': 0.45720000000004285}",25,2,22.575155738180577,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1108,False,"{'a': 0.3, 'e': 0.45680000000004284}",30,17,7.32032889945255,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1109,False,"{'a': 0.3, 'e': 0.4564000000000428}",20,13,-38.69477380951383,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1110,False,"{'a': 0.3, 'e': 0.4560000000000428}",20,0,-12.541382193888566,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1111,False,"{'a': 0.3, 'e': 0.4556000000000428}",30,10,14.652460794059134,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1112,False,"{'a': 0.3, 'e': 0.4552000000000428}",20,7,-7.493897439029258,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1113,False,"{'a': 0.3, 'e': 0.4548000000000428}",25,10,-111.65367414967959,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 3}",1
1114,False,"{'a': 0.3, 'e': 0.45440000000004277}",20,1,20.175875746808845,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.3, 'e': 0.45400000000004276}",20,6,-2.784311946040192,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1116,False,"{'a': 0.3, 'e': 0.45360000000004275}",20,0,-116.44798858926617,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
1117,False,"{'a': 0.3, 'e': 0.45320000000004274}",20,13,10.839085681635424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.3, 'e': 0.4528000000000427}",25,8,17.992204343897455,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1119,False,"{'a': 0.3, 'e': 0.4524000000000427}",20,0,-30.670758779140506,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1120,False,"{'a': 0.3, 'e': 0.4520000000000427}",20,10,1.9708252855107538,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1121,False,"{'a': 0.3, 'e': 0.4516000000000427}",25,3,-113.67244838329746,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 2}",1
1122,False,"{'a': 0.3, 'e': 0.4512000000000427}",20,15,-10.186076177272982,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1123,False,"{'a': 0.3, 'e': 0.45080000000004267}",20,0,7.627250082585,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1124,False,"{'a': 0.3, 'e': 0.45040000000004266}",25,0,-55.70548130640128,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1125,False,"{'a': 0.3, 'e': 0.45000000000004264}",20,4,-74.44337329164979,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
1126,False,"{'a': 0.3, 'e': 0.44960000000004263}",20,2,-20.910201283797367,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1127,False,"{'a': 0.3, 'e': 0.4492000000000426}",25,0,-33.63843276093427,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
1128,False,"{'a': 0.3, 'e': 0.4488000000000426}",20,0,-2.024625115692059,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1129,False,"{'a': 0.3, 'e': 0.4484000000000426}",25,17,1.3628255921785866,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.3, 'e': 0.4480000000000426}",25,0,-65.18901010210047,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
1131,False,"{'a': 0.3, 'e': 0.4476000000000426}",30,1,45.42650131863019,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.3, 'e': 0.44720000000004256}",20,12,15.411668014606317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.3, 'e': 0.44680000000004255}",20,11,-78.67369246885627,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
1134,False,"{'a': 0.3, 'e': 0.44640000000004254}",30,5,8.039625374977689,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
1135,False,"{'a': 0.3, 'e': 0.44600000000004253}",20,0,-17.698636633666432,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1136,False,"{'a': 0.3, 'e': 0.4456000000000425}",30,16,-60.80932295003826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
1137,False,"{'a': 0.3, 'e': 0.4452000000000425}",20,0,4.809591698017233,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1138,False,"{'a': 0.3, 'e': 0.4448000000000425}",20,3,-3.6271040737118185,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1139,False,"{'a': 0.3, 'e': 0.4444000000000425}",25,0,-53.24035931451072,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
1140,False,"{'a': 0.3, 'e': 0.44400000000004247}",20,0,-27.14679025352019,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1141,False,"{'a': 0.3, 'e': 0.44360000000004246}",30,16,25.57387974428441,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.3, 'e': 0.44320000000004245}",30,0,-39.81922827750889,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
1143,False,"{'a': 0.3, 'e': 0.44280000000004244}",25,5,-28.39817616209931,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1144,False,"{'a': 0.3, 'e': 0.4424000000000424}",20,0,18.050099791462785,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1145,False,"{'a': 0.3, 'e': 0.4420000000000424}",20,0,-67.54903689942131,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
1146,False,"{'a': 0.3, 'e': 0.4416000000000424}",25,13,12.194160895480145,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1147,False,"{'a': 0.3, 'e': 0.4412000000000424}",20,10,5.60679192340307,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1148,False,"{'a': 0.3, 'e': 0.4408000000000424}",20,0,-2.7181581091348233,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
1149,False,"{'a': 0.3, 'e': 0.44040000000004237}",25,11,-49.276357315130866,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
1150,False,"{'a': 0.3, 'e': 0.44000000000004236}",25,11,-25.11376404933698,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1151,False,"{'a': 0.3, 'e': 0.43960000000004235}",30,10,-14.049260420720957,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",1
1152,False,"{'a': 0.3, 'e': 0.43920000000004233}",30,9,3.2294669114938257,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
1153,False,"{'a': 0.3, 'e': 0.4388000000000423}",25,6,1.2794231816429402,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1154,False,"{'a': 0.3, 'e': 0.4384000000000423}",25,19,5.831306941849947,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.3, 'e': 0.4380000000000423}",25,13,-1.068297683810868,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1156,False,"{'a': 0.3, 'e': 0.4376000000000423}",30,0,-124.2397614414975,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
1157,False,"{'a': 0.3, 'e': 0.4372000000000423}",25,8,-89.9656592960504,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
1158,False,"{'a': 0.3, 'e': 0.43680000000004227}",20,0,-2.4389780405109027,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1159,False,"{'a': 0.3, 'e': 0.43640000000004225}",20,0,31.200431956131716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1160,False,"{'a': 0.3, 'e': 0.43600000000004224}",20,0,22.355707397252004,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1161,False,"{'a': 0.3, 'e': 0.43560000000004223}",30,0,-28.56292863979784,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
1162,False,"{'a': 0.3, 'e': 0.4352000000000422}",20,9,-3.7848294531410827,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1163,False,"{'a': 0.3, 'e': 0.4348000000000422}",30,5,-63.34098663596876,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",1
1164,False,"{'a': 0.3, 'e': 0.4344000000000422}",25,5,-12.776094781019081,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
1165,False,"{'a': 0.3, 'e': 0.4340000000000422}",20,12,-17.709346254916152,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1166,False,"{'a': 0.3, 'e': 0.4336000000000422}",30,13,32.26647722797937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.3, 'e': 0.43320000000004216}",25,7,-16.709046160681133,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1168,False,"{'a': 0.3, 'e': 0.43280000000004215}",25,0,-41.85592669420255,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1169,False,"{'a': 0.3, 'e': 0.43240000000004214}",20,12,-3.8580011356172976,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'a': 0.3, 'e': 0.43200000000004213}",35,9,-1.298107635762776,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
1171,False,"{'a': 0.3, 'e': 0.4316000000000421}",20,10,-30.339206973140442,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1172,False,"{'a': 0.3, 'e': 0.4312000000000421}",30,7,-65.49582143120894,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 1}",1
1173,False,"{'a': 0.3, 'e': 0.4308000000000421}",25,13,4.3909397468072875,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.3, 'e': 0.4304000000000421}",20,0,-68.07471066627933,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
1175,False,"{'a': 0.3, 'e': 0.43000000000004207}",20,2,-3.5515627272305332,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1176,False,"{'a': 0.3, 'e': 0.42960000000004206}",25,16,14.38455483938177,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.3, 'e': 0.42920000000004205}",30,0,-68.15232326513622,"{0: 22, 1: 0, 2: 6, 3: 2, 4: 0}",0
1178,False,"{'a': 0.3, 'e': 0.42880000000004204}",25,0,22.70757293486012,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1179,False,"{'a': 0.3, 'e': 0.428400000000042}",20,2,-0.5857857577908092,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1180,False,"{'a': 0.3, 'e': 0.428000000000042}",20,0,-42.15398651772419,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
1181,False,"{'a': 0.3, 'e': 0.427600000000042}",30,7,-5.525662181714052,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1182,False,"{'a': 0.3, 'e': 0.427200000000042}",25,3,-3.398739741923287,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
1183,False,"{'a': 0.3, 'e': 0.426800000000042}",20,5,0.8276488020176846,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1184,False,"{'a': 0.3, 'e': 0.42640000000004197}",30,17,4.602253114447139,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1185,False,"{'a': 0.3, 'e': 0.42600000000004196}",25,0,-85.93435409745493,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
1186,False,"{'a': 0.3, 'e': 0.42560000000004194}",30,9,21.7013165652757,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.3, 'e': 0.42520000000004193}",30,8,15.168915681936122,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1188,False,"{'a': 0.3, 'e': 0.4248000000000419}",30,20,18.654842050780733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.3, 'e': 0.4244000000000419}",20,3,0.5614382272165381,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1190,False,"{'a': 0.3, 'e': 0.4240000000000419}",30,16,-11.568368038046728,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1191,False,"{'a': 0.3, 'e': 0.4236000000000419}",25,8,4.1349070277243944,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1192,False,"{'a': 0.3, 'e': 0.4232000000000419}",30,1,-23.313989246842617,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 0}",1
1193,False,"{'a': 0.3, 'e': 0.42280000000004186}",30,15,13.07751458900422,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1194,False,"{'a': 0.3, 'e': 0.42240000000004185}",20,9,-35.74296191593505,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1195,False,"{'a': 0.3, 'e': 0.42200000000004184}",35,9,3.4518561511552646,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
1196,False,"{'a': 0.3, 'e': 0.42160000000004183}",20,0,16.533686097662283,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1197,False,"{'a': 0.3, 'e': 0.4212000000000418}",20,6,13.789839082903898,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.3, 'e': 0.4208000000000418}",35,1,-37.42029998198302,"{0: 30, 1: 0, 2: 2, 3: 1, 4: 1}",1
1199,False,"{'a': 0.3, 'e': 0.4204000000000418}",20,13,5.259955101580463,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.3, 'e': 0.4200000000000418}",25,4,-56.904615469943245,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
1201,False,"{'a': 0.3, 'e': 0.4196000000000418}",20,7,-38.83312241404273,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1202,False,"{'a': 0.3, 'e': 0.41920000000004176}",20,1,4.932159460669794,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1203,False,"{'a': 0.3, 'e': 0.41880000000004175}",20,6,6.029450515745687,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.3, 'e': 0.41840000000004174}",25,0,2.4233183901095448,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
1205,False,"{'a': 0.3, 'e': 0.4180000000000417}",20,0,-37.468779841997446,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
1206,False,"{'a': 0.3, 'e': 0.4176000000000417}",20,0,-18.896602608376504,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1207,False,"{'a': 0.3, 'e': 0.4172000000000417}",20,13,-36.15976935390957,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
1208,False,"{'a': 0.3, 'e': 0.4168000000000417}",25,0,-41.47193914726495,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1209,False,"{'a': 0.3, 'e': 0.4164000000000417}",20,13,14.043346268250124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.3, 'e': 0.41600000000004167}",20,0,-21.9567617312161,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1211,False,"{'a': 0.3, 'e': 0.41560000000004166}",20,11,-3.1419533221003344,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.3, 'e': 0.41520000000004165}",30,0,-22.34775634712755,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
1213,False,"{'a': 0.3, 'e': 0.41480000000004164}",25,0,17.307211747399393,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1214,False,"{'a': 0.3, 'e': 0.4144000000000416}",20,0,-5.0736697324057936,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1215,False,"{'a': 0.3, 'e': 0.4140000000000416}",35,14,1.5071452134960608,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
1216,False,"{'a': 0.3, 'e': 0.4136000000000416}",25,16,14.878095829518813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.3, 'e': 0.4132000000000416}",30,16,-8.154579413350383,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1218,False,"{'a': 0.3, 'e': 0.4128000000000416}",25,5,1.441551146830957,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1219,False,"{'a': 0.3, 'e': 0.41240000000004157}",20,6,0.9803563688251684,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1220,False,"{'a': 0.3, 'e': 0.41200000000004156}",25,15,-15.910438320289863,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1221,False,"{'a': 0.3, 'e': 0.41160000000004154}",35,0,-65.7073102797646,"{0: 29, 1: 2, 2: 2, 3: 0, 4: 2}",0
1222,False,"{'a': 0.3, 'e': 0.41120000000004153}",25,9,-38.68640821018524,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1223,False,"{'a': 0.3, 'e': 0.4108000000000415}",30,13,-48.20782586965063,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
1224,False,"{'a': 0.3, 'e': 0.4104000000000415}",25,17,-14.332126399534465,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
1225,False,"{'a': 0.3, 'e': 0.4100000000000415}",20,2,30.113990038045824,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.3, 'e': 0.4096000000000415}",20,15,9.602046280307881,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.3, 'e': 0.4092000000000415}",20,10,-12.333681852699163,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1228,False,"{'a': 0.3, 'e': 0.40880000000004146}",20,12,-25.499362344496742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1229,False,"{'a': 0.3, 'e': 0.40840000000004145}",30,12,-21.226711381708416,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
1230,False,"{'a': 0.3, 'e': 0.40800000000004144}",20,8,25.00959924999989,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.3, 'e': 0.40760000000004143}",30,0,-98.0739413446295,"{0: 24, 1: 3, 2: 0, 3: 0, 4: 3}",1
1232,False,"{'a': 0.3, 'e': 0.4072000000000414}",30,18,0.21662903140203094,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.3, 'e': 0.4068000000000414}",20,1,-26.973694607541947,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
1234,False,"{'a': 0.3, 'e': 0.4064000000000414}",20,0,-18.106807533115138,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1235,False,"{'a': 0.3, 'e': 0.4060000000000414}",20,0,-5.136924047917939,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1236,False,"{'a': 0.3, 'e': 0.40560000000004137}",30,14,-28.281581030419,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1237,False,"{'a': 0.3, 'e': 0.40520000000004136}",20,1,-42.3501852727585,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1238,False,"{'a': 0.3, 'e': 0.40480000000004135}",25,11,9.601275553443724,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1239,False,"{'a': 0.3, 'e': 0.40440000000004134}",20,0,-68.22793195294294,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
1240,False,"{'a': 0.3, 'e': 0.4040000000000413}",20,12,-14.522809988165568,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1241,False,"{'a': 0.3, 'e': 0.4036000000000413}",25,0,-79.67406360618861,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
1242,False,"{'a': 0.3, 'e': 0.4032000000000413}",20,0,-10.251893154727517,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1243,False,"{'a': 0.3, 'e': 0.4028000000000413}",20,7,-12.686887843657887,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1244,False,"{'a': 0.3, 'e': 0.4024000000000413}",20,0,-25.170238713535902,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
1245,False,"{'a': 0.3, 'e': 0.40200000000004127}",20,6,10.003061209516952,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1246,False,"{'a': 0.3, 'e': 0.40160000000004126}",20,12,8.366687671635281,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.3, 'e': 0.40120000000004125}",20,2,-14.154111261427918,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1248,False,"{'a': 0.3, 'e': 0.40080000000004123}",25,0,-26.17089809542371,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
1249,False,"{'a': 0.3, 'e': 0.4004000000000412}",35,22,21.917341354988142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.3, 'e': 0.4000000000000412}",25,17,4.44745207055472,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1251,False,"{'a': 0.3, 'e': 0.3996000000000412}",30,12,-1.17616830587394,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1252,False,"{'a': 0.3, 'e': 0.3992000000000412}",20,9,4.33997406995473,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.3, 'e': 0.3988000000000412}",25,9,-4.7996265077368925,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1254,False,"{'a': 0.3, 'e': 0.39840000000004117}",30,15,-16.719767484375133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1255,False,"{'a': 0.3, 'e': 0.39800000000004115}",20,0,-14.696209130939714,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1256,False,"{'a': 0.3, 'e': 0.39760000000004114}",20,5,3.6608163436611534,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1257,False,"{'a': 0.3, 'e': 0.39720000000004113}",25,0,30.18933483922158,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1258,False,"{'a': 0.3, 'e': 0.3968000000000411}",20,10,9.820671273112309,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'a': 0.3, 'e': 0.3964000000000411}",25,18,15.387062185518928,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.3, 'e': 0.3960000000000411}",20,11,4.445177134742648,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.3, 'e': 0.3956000000000411}",20,5,-6.67837899724632,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1262,False,"{'a': 0.3, 'e': 0.3952000000000411}",20,16,5.255040351206591,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.3, 'e': 0.39480000000004106}",20,9,-4.878725774983039,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1264,False,"{'a': 0.3, 'e': 0.39440000000004105}",25,0,5.706681917996189,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1265,False,"{'a': 0.3, 'e': 0.39400000000004104}",25,14,7.865646669064105,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1266,False,"{'a': 0.3, 'e': 0.39360000000004103}",25,19,3.5212738725683117,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.3, 'e': 0.393200000000041}",20,0,-11.1832463526261,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1268,False,"{'a': 0.3, 'e': 0.392800000000041}",20,8,20.227191777681547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.3, 'e': 0.392400000000041}",20,12,14.10554175972785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.3, 'e': 0.392000000000041}",20,13,12.418046522877415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.3, 'e': 0.39160000000004097}",20,0,-35.59066708103562,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1272,False,"{'a': 0.3, 'e': 0.39120000000004096}",25,0,-6.838557790049616,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1273,False,"{'a': 0.3, 'e': 0.39080000000004095}",30,12,8.030384742912648,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1274,False,"{'a': 0.3, 'e': 0.39040000000004094}",25,18,13.963800356534332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.3, 'e': 0.3900000000000409}",20,7,-18.77501395821743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1276,False,"{'a': 0.3, 'e': 0.3896000000000409}",35,6,-19.493930144474476,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
