trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.3, 'e': 0.8264000000000081}",20,0,-67.63705596708586,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
185,False,"{'a': 0.3, 'e': 0.8260000000000082}",20,15,0.4484233810135563,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.3, 'e': 0.8256000000000082}",20,9,1.0791517440328584,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.3, 'e': 0.8252000000000083}",35,0,-166.84797778626557,"{0: 22, 1: 2, 2: 8, 3: 1, 4: 2}",0
188,False,"{'a': 0.3, 'e': 0.8248000000000083}",30,0,-145.02432302174654,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
189,False,"{'a': 0.3, 'e': 0.8244000000000083}",20,0,-59.758857867937245,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
190,False,"{'a': 0.3, 'e': 0.8240000000000084}",25,0,-152.55892452713715,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
191,False,"{'a': 0.3, 'e': 0.8236000000000084}",25,0,-140.47268317675895,"{0: 13, 1: 5, 2: 3, 3: 3, 4: 1}",0
192,False,"{'a': 0.3, 'e': 0.8232000000000085}",30,0,-52.974491582850554,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
193,False,"{'a': 0.3, 'e': 0.8228000000000085}",20,0,-124.67534479961071,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
194,False,"{'a': 0.3, 'e': 0.8224000000000086}",25,0,-53.45083688512472,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
195,False,"{'a': 0.3, 'e': 0.8220000000000086}",20,0,-17.26902633856391,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
196,False,"{'a': 0.3, 'e': 0.8216000000000087}",20,0,-72.26699912706438,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
197,False,"{'a': 0.3, 'e': 0.8212000000000087}",25,0,-152.47825599432267,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
198,False,"{'a': 0.3, 'e': 0.8208000000000087}",20,0,-22.10812990675343,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
199,False,"{'a': 0.3, 'e': 0.8204000000000088}",35,0,-49.14211468427371,"{0: 26, 1: 2, 2: 7, 3: 0, 4: 0}",0
200,False,"{'a': 0.3, 'e': 0.8200000000000088}",30,0,-72.83366208150966,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
201,False,"{'a': 0.3, 'e': 0.8196000000000089}",25,0,-33.86564847596583,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
202,False,"{'a': 0.3, 'e': 0.8192000000000089}",25,0,-103.97370781344469,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
203,False,"{'a': 0.3, 'e': 0.818800000000009}",30,0,-84.23431636449476,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
204,False,"{'a': 0.3, 'e': 0.818400000000009}",25,0,-170.94699929534067,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
205,False,"{'a': 0.3, 'e': 0.818000000000009}",20,0,-102.13044533058235,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
206,False,"{'a': 0.3, 'e': 0.8176000000000091}",20,0,-100.55541077223478,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
207,False,"{'a': 0.3, 'e': 0.8172000000000091}",25,0,-45.12953401915279,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
208,False,"{'a': 0.3, 'e': 0.8168000000000092}",25,0,-180.2268964127844,"{0: 15, 1: 5, 2: 1, 3: 0, 4: 4}",0
209,False,"{'a': 0.3, 'e': 0.8164000000000092}",20,16,6.149284605445647,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.3, 'e': 0.8160000000000093}",20,0,-45.802451008162215,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
211,False,"{'a': 0.3, 'e': 0.8156000000000093}",30,7,-13.659851833334791,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
212,False,"{'a': 0.3, 'e': 0.8152000000000094}",25,3,-84.23463253029844,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
213,False,"{'a': 0.3, 'e': 0.8148000000000094}",35,0,-181.29163255665577,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",0
214,False,"{'a': 0.3, 'e': 0.8144000000000094}",20,0,-44.36866424405999,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
215,False,"{'a': 0.3, 'e': 0.8140000000000095}",20,0,-123.58614160449464,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
216,False,"{'a': 0.3, 'e': 0.8136000000000095}",25,0,-52.15059729754884,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
217,False,"{'a': 0.3, 'e': 0.8132000000000096}",35,0,-169.42414487470617,"{0: 19, 1: 9, 2: 3, 3: 2, 4: 2}",0
218,False,"{'a': 0.3, 'e': 0.8128000000000096}",20,0,-126.35907673758524,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
219,False,"{'a': 0.3, 'e': 0.8124000000000097}",30,0,-191.5374050674393,"{0: 15, 1: 3, 2: 6, 3: 5, 4: 1}",0
220,False,"{'a': 0.3, 'e': 0.8120000000000097}",25,0,-95.40499752468529,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
221,False,"{'a': 0.3, 'e': 0.8116000000000098}",20,4,-155.32123120295,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 3}",1
222,False,"{'a': 0.3, 'e': 0.8112000000000098}",20,0,-78.36467682421232,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
223,False,"{'a': 0.3, 'e': 0.8108000000000098}",20,0,-133.78811523561305,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
224,False,"{'a': 0.3, 'e': 0.8104000000000099}",20,0,-58.1705786144546,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
225,False,"{'a': 0.3, 'e': 0.8100000000000099}",25,0,-70.81811990100476,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
226,False,"{'a': 0.3, 'e': 0.80960000000001}",25,2,-119.36270287884949,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 2}",1
227,False,"{'a': 0.3, 'e': 0.80920000000001}",30,1,-28.3702495904085,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 1}",1
228,False,"{'a': 0.3, 'e': 0.8088000000000101}",25,0,-83.42414782923431,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
229,False,"{'a': 0.3, 'e': 0.8084000000000101}",25,0,-48.366687007640195,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
230,False,"{'a': 0.3, 'e': 0.8080000000000102}",20,0,-140.2708875073157,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
231,False,"{'a': 0.3, 'e': 0.8076000000000102}",20,0,-58.393494611457044,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
232,False,"{'a': 0.3, 'e': 0.8072000000000102}",30,0,-18.36397354859806,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
233,False,"{'a': 0.3, 'e': 0.8068000000000103}",20,6,-39.156577792676075,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
234,False,"{'a': 0.3, 'e': 0.8064000000000103}",20,0,-245.0891048780542,"{0: 9, 1: 1, 2: 3, 3: 3, 4: 4}",0
235,False,"{'a': 0.3, 'e': 0.8060000000000104}",30,0,-160.7089396262338,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
236,False,"{'a': 0.3, 'e': 0.8056000000000104}",20,0,-89.38296955324266,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
237,False,"{'a': 0.3, 'e': 0.8052000000000105}",20,0,-107.49471269226798,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
238,False,"{'a': 0.3, 'e': 0.8048000000000105}",25,7,-55.14097853726465,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
239,False,"{'a': 0.3, 'e': 0.8044000000000106}",20,0,-99.6337238684444,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
240,False,"{'a': 0.3, 'e': 0.8040000000000106}",30,0,-134.24748589909703,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
241,False,"{'a': 0.3, 'e': 0.8036000000000106}",25,0,-74.3227995807602,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
242,False,"{'a': 0.3, 'e': 0.8032000000000107}",20,0,-55.27417397432887,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
243,False,"{'a': 0.3, 'e': 0.8028000000000107}",20,0,-98.64014242035326,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
244,False,"{'a': 0.3, 'e': 0.8024000000000108}",20,12,0.5233773131167743,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.3, 'e': 0.8020000000000108}",20,0,-26.944775020421343,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
246,False,"{'a': 0.3, 'e': 0.8016000000000109}",20,0,-35.66829526685166,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
247,False,"{'a': 0.3, 'e': 0.8012000000000109}",20,6,-120.23227357421138,"{0: 6, 1: 2, 2: 2, 3: 3, 4: 1}",1
248,False,"{'a': 0.3, 'e': 0.800800000000011}",20,0,-101.10382653017432,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
249,False,"{'a': 0.3, 'e': 0.800400000000011}",20,0,-94.876472825664,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
250,False,"{'a': 0.3, 'e': 0.800000000000011}",20,0,-81.41897446657804,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
251,False,"{'a': 0.3, 'e': 0.7996000000000111}",20,0,-89.253040499039,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
252,False,"{'a': 0.3, 'e': 0.7992000000000111}",20,0,-184.63327496214515,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
253,False,"{'a': 0.3, 'e': 0.7988000000000112}",25,13,-80.4057093474254,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
254,False,"{'a': 0.3, 'e': 0.7984000000000112}",20,0,-132.4240480887085,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
255,False,"{'a': 0.3, 'e': 0.7980000000000113}",30,0,-31.980343000335147,"{0: 24, 1: 3, 2: 1, 3: 2, 4: 0}",0
256,False,"{'a': 0.3, 'e': 0.7976000000000113}",30,0,-102.95978137458567,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
257,False,"{'a': 0.3, 'e': 0.7972000000000113}",30,0,-165.3476574680452,"{0: 19, 1: 3, 2: 3, 3: 3, 4: 2}",0
258,False,"{'a': 0.3, 'e': 0.7968000000000114}",20,0,-34.206485153975734,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
259,False,"{'a': 0.3, 'e': 0.7964000000000114}",20,0,-167.11229241558667,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
260,False,"{'a': 0.3, 'e': 0.7960000000000115}",30,0,-180.4468328660321,"{0: 20, 1: 3, 2: 2, 3: 2, 4: 3}",0
261,False,"{'a': 0.3, 'e': 0.7956000000000115}",25,0,-58.79004538220336,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
262,False,"{'a': 0.3, 'e': 0.7952000000000116}",20,0,-97.47753147248797,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
263,False,"{'a': 0.3, 'e': 0.7948000000000116}",20,4,-4.417579928080432,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.3, 'e': 0.7944000000000117}",25,0,-92.16680099888698,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
265,False,"{'a': 0.3, 'e': 0.7940000000000117}",35,0,-121.54965248463488,"{0: 26, 1: 1, 2: 5, 3: 1, 4: 2}",0
266,False,"{'a': 0.3, 'e': 0.7936000000000117}",25,0,-23.180137191977835,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
267,False,"{'a': 0.3, 'e': 0.7932000000000118}",30,0,-159.76617826488254,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
268,False,"{'a': 0.3, 'e': 0.7928000000000118}",25,2,-146.750948743395,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 2}",1
269,False,"{'a': 0.3, 'e': 0.7924000000000119}",25,0,-87.49157231912159,"{0: 17, 1: 2, 2: 2, 3: 4, 4: 0}",0
270,False,"{'a': 0.3, 'e': 0.7920000000000119}",25,0,-119.82484128113076,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
271,False,"{'a': 0.3, 'e': 0.791600000000012}",25,0,-89.10534487969265,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
272,False,"{'a': 0.3, 'e': 0.791200000000012}",20,0,-97.85119024429173,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
273,False,"{'a': 0.3, 'e': 0.790800000000012}",20,0,-45.42614331741461,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
274,False,"{'a': 0.3, 'e': 0.7904000000000121}",25,0,-75.73099254870996,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
275,False,"{'a': 0.3, 'e': 0.7900000000000121}",20,0,-35.963139155747896,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
276,False,"{'a': 0.3, 'e': 0.7896000000000122}",25,0,-20.11199943682149,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
277,False,"{'a': 0.3, 'e': 0.7892000000000122}",30,0,-172.6004933309693,"{0: 21, 1: 0, 2: 4, 3: 2, 4: 3}",0
278,False,"{'a': 0.3, 'e': 0.7888000000000123}",25,0,-85.85425693093671,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
279,False,"{'a': 0.3, 'e': 0.7884000000000123}",20,0,-71.80159937055703,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
280,False,"{'a': 0.3, 'e': 0.7880000000000124}",20,0,-44.9452759147653,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
281,False,"{'a': 0.3, 'e': 0.7876000000000124}",20,0,-99.36627342585281,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
282,False,"{'a': 0.3, 'e': 0.7872000000000124}",20,0,-166.77958522731473,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
283,False,"{'a': 0.3, 'e': 0.7868000000000125}",20,12,10.279984197163078,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3, 'e': 0.7864000000000125}",30,0,-123.23813863920707,"{0: 17, 1: 3, 2: 7, 3: 3, 4: 0}",0
285,False,"{'a': 0.3, 'e': 0.7860000000000126}",20,0,-101.1893662823716,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
286,False,"{'a': 0.3, 'e': 0.7856000000000126}",20,11,-11.831820165686697,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.3, 'e': 0.7852000000000127}",20,0,-91.78871044968199,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
288,False,"{'a': 0.3, 'e': 0.7848000000000127}",20,0,-94.3628327060427,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
289,False,"{'a': 0.3, 'e': 0.7844000000000128}",25,13,-95.78501032852496,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 2}",1
290,False,"{'a': 0.3, 'e': 0.7840000000000128}",20,8,-118.76143835799817,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 2}",1
291,False,"{'a': 0.3, 'e': 0.7836000000000128}",20,0,-92.7071450843361,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
292,False,"{'a': 0.3, 'e': 0.7832000000000129}",25,3,-98.56697794279286,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
293,False,"{'a': 0.3, 'e': 0.7828000000000129}",20,0,-55.31127220411882,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
294,False,"{'a': 0.3, 'e': 0.782400000000013}",20,0,-103.80591748311558,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
295,False,"{'a': 0.3, 'e': 0.782000000000013}",25,0,10.389443372872748,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
296,False,"{'a': 0.3, 'e': 0.7816000000000131}",25,0,-91.63981573387375,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
297,False,"{'a': 0.3, 'e': 0.7812000000000131}",25,4,-16.707860220767188,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.3, 'e': 0.7808000000000132}",20,0,-28.279992185236708,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
299,False,"{'a': 0.3, 'e': 0.7804000000000132}",25,0,-63.2523428107685,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
300,False,"{'a': 0.3, 'e': 0.7800000000000132}",20,0,-84.99167490720171,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
301,False,"{'a': 0.3, 'e': 0.7796000000000133}",20,0,-48.18744243057558,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
302,False,"{'a': 0.3, 'e': 0.7792000000000133}",30,0,-132.20198314757542,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
303,False,"{'a': 0.3, 'e': 0.7788000000000134}",25,0,-32.139973839321925,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
304,False,"{'a': 0.3, 'e': 0.7784000000000134}",20,0,-11.435496253411726,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
305,False,"{'a': 0.3, 'e': 0.7780000000000135}",20,0,-18.71266677388688,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
306,False,"{'a': 0.3, 'e': 0.7776000000000135}",20,0,-72.02542311299622,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
307,False,"{'a': 0.3, 'e': 0.7772000000000135}",20,0,-92.29093597499397,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
308,False,"{'a': 0.3, 'e': 0.7768000000000136}",20,0,-90.71633257038063,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
309,False,"{'a': 0.3, 'e': 0.7764000000000136}",30,2,-98.6007955012463,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 2}",1
310,False,"{'a': 0.3, 'e': 0.7760000000000137}",30,0,-83.61331051350466,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
311,False,"{'a': 0.3, 'e': 0.7756000000000137}",20,0,-42.62865007890432,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
312,False,"{'a': 0.3, 'e': 0.7752000000000138}",20,0,-68.2061309390288,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
313,False,"{'a': 0.3, 'e': 0.7748000000000138}",25,2,-25.605880963133128,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1
314,False,"{'a': 0.3, 'e': 0.7744000000000139}",25,0,-138.08504592953176,"{0: 10, 1: 4, 2: 9, 3: 2, 4: 0}",0
315,False,"{'a': 0.3, 'e': 0.7740000000000139}",30,4,-100.4803311207513,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 1}",1
316,False,"{'a': 0.3, 'e': 0.7736000000000139}",30,0,-129.886139514494,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
317,False,"{'a': 0.3, 'e': 0.773200000000014}",30,0,-102.09360019316973,"{0: 20, 1: 1, 2: 6, 3: 3, 4: 0}",0
318,False,"{'a': 0.3, 'e': 0.772800000000014}",20,14,-8.986981560612653,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
319,False,"{'a': 0.3, 'e': 0.7724000000000141}",30,0,-159.74336553422097,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
320,False,"{'a': 0.3, 'e': 0.7720000000000141}",30,0,-40.371306245757566,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
321,False,"{'a': 0.3, 'e': 0.7716000000000142}",25,0,-134.23706755625616,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
322,False,"{'a': 0.3, 'e': 0.7712000000000142}",20,0,-101.38955967696663,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
323,False,"{'a': 0.3, 'e': 0.7708000000000143}",30,0,-112.38417861286261,"{0: 17, 1: 6, 2: 5, 3: 1, 4: 1}",0
324,False,"{'a': 0.3, 'e': 0.7704000000000143}",25,0,-93.38530429806427,"{0: 17, 1: 1, 2: 3, 3: 4, 4: 0}",0
325,False,"{'a': 0.3, 'e': 0.7700000000000143}",25,0,-77.5041891262532,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
326,False,"{'a': 0.3, 'e': 0.7696000000000144}",20,0,-73.65660647679478,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
327,False,"{'a': 0.3, 'e': 0.7692000000000144}",20,3,-11.741264886331223,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
328,False,"{'a': 0.3, 'e': 0.7688000000000145}",30,15,-40.129453038188196,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
329,False,"{'a': 0.3, 'e': 0.7684000000000145}",20,0,-59.23291806420361,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
330,False,"{'a': 0.3, 'e': 0.7680000000000146}",20,0,-61.74837330917139,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
331,False,"{'a': 0.3, 'e': 0.7676000000000146}",30,10,-37.54376343044393,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
332,False,"{'a': 0.3, 'e': 0.7672000000000146}",20,10,-20.96941464289823,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
333,False,"{'a': 0.3, 'e': 0.7668000000000147}",25,0,-68.76015491499645,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
334,False,"{'a': 0.3, 'e': 0.7664000000000147}",30,0,-73.64490015060842,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
335,False,"{'a': 0.3, 'e': 0.7660000000000148}",20,0,-104.58723034963097,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
336,False,"{'a': 0.3, 'e': 0.7656000000000148}",20,0,-98.22735346224115,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
337,False,"{'a': 0.3, 'e': 0.7652000000000149}",25,0,-88.95975919515283,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
338,False,"{'a': 0.3, 'e': 0.7648000000000149}",20,0,-122.93792466441114,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
339,False,"{'a': 0.3, 'e': 0.764400000000015}",25,0,-100.87123684961479,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
340,False,"{'a': 0.3, 'e': 0.764000000000015}",25,0,-16.743987743961316,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
341,False,"{'a': 0.3, 'e': 0.763600000000015}",20,0,-194.63962042981598,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
342,False,"{'a': 0.3, 'e': 0.7632000000000151}",25,0,-129.01497715501026,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
343,False,"{'a': 0.3, 'e': 0.7628000000000151}",25,0,-104.69890630038086,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
344,False,"{'a': 0.3, 'e': 0.7624000000000152}",25,0,-46.790503103380885,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
345,False,"{'a': 0.3, 'e': 0.7620000000000152}",20,15,1.1978415684063255,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.3, 'e': 0.7616000000000153}",20,0,-134.53492944308525,"{0: 13, 1: 1, 2: 1, 3: 3, 4: 2}",0
347,False,"{'a': 0.3, 'e': 0.7612000000000153}",20,0,-49.91764060061004,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
348,False,"{'a': 0.3, 'e': 0.7608000000000154}",20,0,-38.10644735906239,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
349,False,"{'a': 0.3, 'e': 0.7604000000000154}",25,0,-66.11013475849421,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
350,False,"{'a': 0.3, 'e': 0.7600000000000154}",20,0,-39.68697723236145,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
351,False,"{'a': 0.3, 'e': 0.7596000000000155}",20,0,-54.22523066629132,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
352,False,"{'a': 0.3, 'e': 0.7592000000000155}",20,0,-70.64236684900084,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
353,False,"{'a': 0.3, 'e': 0.7588000000000156}",20,7,-29.562948903466797,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
354,False,"{'a': 0.3, 'e': 0.7584000000000156}",20,7,-83.21889068009409,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
355,False,"{'a': 0.3, 'e': 0.7580000000000157}",25,0,-40.119031358195976,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
356,False,"{'a': 0.3, 'e': 0.7576000000000157}",20,4,-85.24087140918763,"{0: 7, 1: 1, 2: 7, 3: 1, 4: 0}",1
357,False,"{'a': 0.3, 'e': 0.7572000000000157}",20,0,-94.9859814858095,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
358,False,"{'a': 0.3, 'e': 0.7568000000000158}",25,0,-155.50439559557074,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
359,False,"{'a': 0.3, 'e': 0.7564000000000158}",25,0,-68.89763624885491,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
360,False,"{'a': 0.3, 'e': 0.7560000000000159}",20,0,-145.2491075768591,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 2}",0
361,False,"{'a': 0.3, 'e': 0.7556000000000159}",20,0,-59.674079076984185,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
362,False,"{'a': 0.3, 'e': 0.755200000000016}",30,6,-50.26721344848096,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 0}",1
363,False,"{'a': 0.3, 'e': 0.754800000000016}",20,0,-73.25960374627893,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
364,False,"{'a': 0.3, 'e': 0.7544000000000161}",20,0,-41.42248850504557,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
365,False,"{'a': 0.3, 'e': 0.7540000000000161}",20,0,-83.38145440996807,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
366,False,"{'a': 0.3, 'e': 0.7536000000000161}",25,0,-109.14417778572476,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
367,False,"{'a': 0.3, 'e': 0.7532000000000162}",25,0,-111.68934047075716,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
